#Date     	Time    	T IR	T Sens	Mag  	Hz   	Alt	Azi  	Lat    	Lon   	SL m
2018-09-01 	23:40:44	12.61	25.43	20.03	1.247	19	131	38:21:47,21317	-4:54:6,13919	740
2018-09-01 	23:40:45	12.61	25.45	20.03	1.247	19	130	38:21:47,21299	-4:54:6,13346	740
2018-09-01 	23:40:46	12.71	25.43	20.03	1.247	19	131	38:21:47,21198	-4:54:6,13127	740
2018-09-01 	23:40:47	12.71	25.45	20.03	1.247	19	131	38:21:47,21119	-4:54:6,12958	740
2018-09-01 	23:40:48	12.71	25.43	20.03	1.247	19	131	38:21:47,21083	-4:54:6,12871	740
2018-09-01 	23:40:49	12.71	25.43	20.03	1.247	19	130	38:21:47,21065	-4:54:6,12828	740
2018-09-01 	23:40:50	12.71	25.43	20.03	1.247	18	132	38:21:47,21054	-4:54:6,1281	740
2018-09-01 	23:40:51	-4.77	25.45	20.03	1.247	85	183	38:21:47,21051	-4:54:6,12799	740
2018-09-01 	23:40:52	7.11	25.43	20.03	1.247	26	274	38:21:47,21054	-4:54:6,12799	740
2018-09-01 	23:40:53	8.37	25.45	20.5	0.809	25	254	38:21:47,21054	-4:54:6,12803	740
2018-09-01 	23:40:54	8.41	25.43	20.5	0.809	25	254	38:21:47,21054	-4:54:6,12803	740
2018-09-01 	23:40:55	8.45	25.41	20.4	0.887	25	254	38:21:47,21054	-4:54:6,12799	740
2018-09-01 	23:40:56	8.37	25.41	20.4	0.887	25	253	38:21:47,21062	-4:54:6,12792	740
2018-09-01 	23:40:57	8.41	25.43	20.41	0.879	25	254	38:21:47,21065	-4:54:6,12792	740
2018-09-01 	23:40:59	8.51	25.45	20.41	0.879	25	253	38:21:47,21069	-4:54:6,12796	740
2018-09-01 	23:41:00	8.41	25.45	20.41	0.879	25	254	38:21:47,21069	-4:54:6,12803	740
2018-09-01 	23:41:01	8.55	25.47	20.41	0.879	25	254	38:21:47,21072	-4:54:6,12803	740
2018-09-01 	23:41:02	8.47	25.45	20.41	0.879	25	254	38:21:47,21069	-4:54:6,12806	740
2018-09-01 	23:41:03	7.27	25.47	20.41	0.879	29	258	38:21:47,21004	-4:54:6,12212	740
2018-09-01 	23:41:04	4.01	25.47	20.52	0.794	38	257	38:21:47,2109	-4:54:6,11741	739
2018-09-01 	23:41:05	4.05	25.47	20.52	0.794	38	256	38:21:47,21548	-4:54:6,11208	739
2018-09-01 	23:41:06	3.85	25.43	20.52	0.794	38	257	38:21:47,21789	-4:54:6,11086	739
2018-09-01 	23:41:07	3.85	25.43	20.62	0.724	38	257	38:21:47,21576	-4:54:6,11053	739
2018-09-01 	23:41:08	3.97	25.45	20.62	0.724	38	256	38:21:47,21645	-4:54:6,10812	739
2018-09-01 	23:41:09	4.01	25.47	20.62	0.724	38	256	38:21:47,2176	-4:54:6,10564	739
2018-09-01 	23:41:10	4.01	25.45	20.62	0.724	38	256	38:21:47,21677	-4:54:6,1016	739
2018-09-01 	23:41:11	3.97	25.47	20.62	0.724	38	256	38:21:47,21605	-4:54:6,0975	739
2018-09-01 	23:41:12	3.93	25.49	20.62	0.724	38	257	38:21:47,21663	-4:54:6,09649	739
2018-09-01 	23:41:13	3.97	25.49	20.62	0.724	42	262	38:21:47,21699	-4:54:6,09937	739
2018-09-01 	23:41:14	-2.07	25.49	20.62	0.724	58	251	38:21:47,21717	-4:54:6,09948	739
2018-09-01 	23:41:15	-2.07	25.47	20.62	0.724	58	251	38:21:47,21756	-4:54:6,10027	739
2018-09-01 	23:41:16	-2.03	25.47	20.84	0.592	58	250	38:21:47,21735	-4:54:6,10106	739
2018-09-01 	23:41:17	-2.11	25.49	20.84	0.592	58	251	38:21:47,21706	-4:54:6,10178	739
2018-09-01 	23:41:18	-2.11	25.47	20.84	0.592	58	251	38:21:47,21706	-4:54:6,10225	739
2018-09-01 	23:41:19	-2.11	25.49	20.84	0.592	58	250	38:21:47,21702	-4:54:6,1025	739
2018-09-01 	23:41:20	-2.11	25.51	20.84	0.592	58	251	38:21:47,21702	-4:54:6,10261	739
2018-09-01 	23:41:21	-1.99	25.51	20.84	0.592	58	250	38:21:47,21702	-4:54:6,10272	739
2018-09-01 	23:41:22	-1.99	25.53	20.84	0.592	58	251	38:21:47,21699	-4:54:6,10279	739
2018-09-01 	23:41:23	-2.07	25.49	20.84	0.592	58	251	38:21:47,21699	-4:54:6,10286	739
2018-09-01 	23:41:24	-4.81	25.51	20.84	0.592	79	130	38:21:47,21699	-4:54:6,10294	739
2018-09-01 	23:41:25	-4.77	25.55	20.62	0.724	80	130	38:21:47,21699	-4:54:6,10294	739
2018-09-01 	23:41:26	-4.85	25.51	20.62	0.724	80	131	38:21:47,21699	-4:54:6,1029	739
2018-09-01 	23:41:27	-4.81	25.53	20.62	0.724	79	130	38:21:47,21699	-4:54:6,1029	739
2018-09-01 	23:41:28	-4.89	25.49	20.61	0.731	79	130	38:21:47,21699	-4:54:6,1029	739
2018-09-01 	23:41:29	-4.89	25.51	20.61	0.731	80	131	38:21:47,21699	-4:54:6,10286	739
2018-09-01 	23:41:31	-4.85	25.53	20.62	0.724	80	129	38:21:47,21695	-4:54:6,10286	739
2018-09-01 	23:41:32	-4.89	25.49	20.62	0.724	80	131	38:21:47,21695	-4:54:6,10283	739
2018-09-01 	23:41:33	-4.93	25.51	20.62	0.724	80	130	38:21:47,21688	-4:54:6,1029	739
2018-09-01 	23:41:34	-4.05	25.51	20.61	0.731	63	116	38:21:47,21699	-4:54:6,10297	739
2018-09-01 	23:41:35	-2.39	25.49	20.61	0.731	59	96	38:21:47,21738	-4:54:6,09948	739
2018-09-01 	23:41:36	-2.43	25.51	20.55	0.773	59	97	38:21:47,22199	-4:54:6,10006	738
2018-09-01 	23:41:37	-2.47	25.49	20.55	0.773	59	97	38:21:47,22242	-4:54:6,10056	738
2018-09-01 	23:41:38	-2.43	25.51	20.55	0.773	59	97	38:21:47,22001	-4:54:6,10322	738
2018-09-01 	23:41:39	-2.43	25.49	20.55	0.773	59	97	38:21:47,22242	-4:54:6,11107	738
2018-09-01 	23:41:40	-2.43	25.51	20.55	0.773	59	96	38:21:47,22242	-4:54:6,11107	738
2018-09-01 	23:41:41	-2.39	25.51	20.56	0.766	59	96	38:21:47,22365	-4:54:6,115	738
2018-09-01 	23:41:42	-2.31	25.53	20.56	0.766	59	96	38:21:47,22415	-4:54:6,12191	738
2018-09-01 	23:41:43	-2.35	25.49	20.56	0.766	59	96	38:21:47,22685	-4:54:6,12407	738
2018-09-01 	23:41:44	-2.35	25.49	20.55	0.773	59	97	38:21:47,22984	-4:54:6,125	738
2018-09-01 	23:41:45	4.01	25.49	20.55	0.773	41	94	38:21:47,23726	-4:54:6,12245	738
2018-09-01 	23:41:46	3.97	25.49	20.05	1.225	40	94	38:21:47,24741	-4:54:6,12292	738
2018-09-01 	23:41:47	4.05	25.49	20.05	1.225	40	95	38:21:47,25644	-4:54:6,12338	738
2018-09-01 	23:41:48	3.97	25.51	20.05	1.225	40	95	38:21:47,26066	-4:54:6,12313	738
2018-09-01 	23:41:49	4.01	25.49	20.05	1.225	40	95	38:21:47,26339	-4:54:6,1236	738
2018-09-01 	23:41:50	4.07	25.53	20.05	1.225	40	94	38:21:47,26487	-4:54:6,12385	738
2018-09-01 	23:41:51	4.05	25.49	20.05	1.225	40	95	38:21:47,26562	-4:54:6,12392	738
2018-09-01 	23:41:52	4.05	25.53	20.05	1.225	40	94	38:21:47,26602	-4:54:6,12392	738
2018-09-01 	23:41:54	4.01	25.49	20.05	1.225	40	93	38:21:47,26624	-4:54:6,12392	738
2018-09-01 	23:41:55	10.89	25.49	19.39	2.249	22	98	38:21:47,26418	-4:54:6,1196	738
2018-09-01 	23:41:56	10.93	25.47	19.27	2.512	23	96	38:21:47,24503	-4:54:6,10862	736
2018-09-01 	23:41:57	10.89	25.49	19.27	2.512	23	96	38:21:47,22552	-4:54:6,10031	736
2018-09-01 	23:41:58	10.85	25.51	19.27	2.512	23	96	38:21:47,21839	-4:54:6,0881	736
2018-09-01 	23:41:59	10.93	25.51	19.27	2.512	23	96	38:21:47,21584	-4:54:6,07644	736
2018-09-01 	23:42:00	10.93	25.49	19.27	2.512	23	97	38:21:47,21555	-4:54:6,06604	736
2018-09-01 	23:42:01	10.79	25.51	19.27	2.512	23	96	38:21:47,21342	-4:54:6,05819	735
2018-09-01 	23:42:02	10.89	25.51	19.27	2.512	23	97	38:21:47,21587	-4:54:6,05884	736
2018-09-01 	23:42:03	10.85	25.51	19.27	2.512	23	96	38:21:47,21832	-4:54:6,06305	736
2018-09-01 	23:42:04	10.95	25.51	19.27	2.512	23	96	38:21:47,21324	-4:54:6,07039	736
2018-09-01 	23:42:05	4.67	25.51	19.29	2.466	48	90	38:21:47,21695	-4:54:6,07392	736
2018-09-01 	23:42:06	-3.87	25.51	19.29	2.466	53	230	38:21:47,21839	-4:54:6,07187	736
2018-09-01 	23:42:07	10.09	25.51	19.29	2.466	22	232	38:21:47,21926	-4:54:6,06884	736
2018-09-01 	23:42:08	10.17	25.53	20.58	0.752	22	232	38:21:47,21839	-4:54:6,06647	736
2018-09-01 	23:42:10	10.09	25.53	20.53	0.787	22	232	38:21:47,21742	-4:54:6,0646	736
2018-09-01 	23:42:11	10.09	25.51	20.53	0.787	22	232	38:21:47,21749	-4:54:6,06442	736
2018-09-01 	23:42:12	10.17	25.53	20.53	0.787	22	231	38:21:47,2176	-4:54:6,06438	736
2018-09-01 	23:42:13	10.05	25.49	20.53	0.787	22	232	38:21:47,21828	-4:54:6,0642	736
2018-09-01 	23:42:14	10.09	25.51	20.53	0.787	21	232	38:21:47,21983	-4:54:6,06395	736
2018-09-01 	23:42:15	10.19	25.51	20.52	0.794	22	232	38:21:47,22138	-4:54:6,06373	736
2018-09-01 	23:42:16	10.27	25.53	20.52	0.794	21	232	38:21:47,22278	-4:54:6,06355	736
2018-09-01 	23:42:17	10.23	25.53	20.52	0.794	22	232	38:21:47,22401	-4:54:6,06355	736
2018-09-01 	23:42:18	5.59	25.53	20.53	0.787	33	231	38:21:47,22505	-4:54:6,06355	736
2018-09-01 	23:42:19	5.55	25.53	20.53	0.787	34	232	38:21:47,2257	-4:54:6,06352	736
2018-09-01 	23:42:20	5.55	25.53	20.53	0.787	34	232	38:21:47,22613	-4:54:6,06344	736
2018-09-01 	23:42:21	5.71	25.51	20.64	0.711	34	232	38:21:47,22642	-4:54:6,06341	736
2018-09-01 	23:42:22	5.77	25.53	20.64	0.711	34	232	38:21:47,22556	-4:54:6,05916	736
2018-09-01 	23:42:23	5.63	25.53	20.64	0.711	34	232	38:21:47,2266	-4:54:6,05282	737
2018-09-01 	23:42:24	5.63	25.55	20.64	0.711	34	233	38:21:47,22815	-4:54:6,0498	737
2018-09-01 	23:42:25	5.63	25.55	20.64	0.711	34	232	38:21:47,23024	-4:54:6,05182	737
2018-09-01 	23:42:26	5.63	25.53	20.64	0.711	34	232	38:21:47,23049	-4:54:6,05034	737
2018-09-01 	23:42:27	5.73	25.55	20.64	0.711	34	232	38:21:47,22991	-4:54:6,05009	736
2018-09-01 	23:42:28	-0.73	25.55	20.64	0.711	52	224	38:21:47,23049	-4:54:6,04613	737
2018-09-01 	23:42:29	-0.77	25.53	20.72	0.661	54	226	38:21:47,23258	-4:54:6,04192	736
2018-09-01 	23:42:30	-0.77	25.51	20.72	0.661	54	226	38:21:47,23531	-4:54:6,03896	736
2018-09-01 	23:42:31	-0.85	25.55	20.72	0.661	54	226	38:21:47,23571	-4:54:6,03432	737
2018-09-01 	23:42:32	-0.85	25.53	20.75	0.643	54	226	38:21:47,23708	-4:54:6,03299	737
2018-09-01 	23:42:33	-0.89	25.53	20.75	0.643	54	226	38:21:47,23614	-4:54:6,03252	737
2018-09-01 	23:42:34	-0.89	25.53	20.75	0.643	54	226	38:21:47,23564	-4:54:6,0313	737
2018-09-01 	23:42:35	-0.89	25.51	20.75	0.643	54	226	38:21:47,23513	-4:54:6,03043	737
2018-09-01 	23:42:36	-0.81	25.57	20.75	0.643	54	227	38:21:47,23502	-4:54:6,02989	737
2018-09-01 	23:42:37	-0.77	25.55	20.75	0.643	54	226	38:21:47,23492	-4:54:6,02968	737
2018-09-01 	23:42:38	-2.47	25.55	20.75	0.643	64	213	38:21:47,23301	-4:54:6,02388	737
2018-09-01 	23:42:39	-4.65	25.55	20.75	0.643	82	125	38:21:47,23585	-4:54:6,02154	737
2018-09-01 	23:42:40	-4.57	25.57	20.75	0.643	82	122	38:21:47,23571	-4:54:6,01391	737
2018-09-01 	23:42:41	-4.69	25.55	20.6	0.738	82	124	38:21:47,23808	-4:54:6,0075	737
2018-09-01 	23:42:42	-4.69	25.55	20.6	0.738	82	122	38:21:47,24449	-4:54:6,02734	737
2018-09-01 	23:42:43	-4.81	25.55	20.6	0.738	82	123	38:21:47,24892	-4:54:6,03641	737
2018-09-01 	23:42:44	-4.81	25.57	20.6	0.738	82	122	38:21:47,24896	-4:54:6,04314	737
2018-09-01 	23:42:45	-4.81	25.55	20.6	0.738	82	122	38:21:47,25184	-4:54:6,04922	737
2018-09-01 	23:42:46	-4.81	25.57	20.6	0.738	82	124	38:21:47,25011	-4:54:6,05034	737
2018-09-01 	23:42:47	-4.73	25.57	20.6	0.738	82	122	38:21:47,24906	-4:54:6,05088	737
2018-09-01 	23:42:49	-3.23	25.55	20.58	0.752	65	72	38:21:47,23826	-4:54:6,05452	737
2018-09-01 	23:42:50	-2.91	25.59	20.58	0.752	65	71	38:21:47,23128	-4:54:6,05225	737
2018-09-01 	23:42:51	-3.03	25.55	20.58	0.752	65	71	38:21:47,22296	-4:54:6,04922	737
2018-09-01 	23:42:52	-3.15	25.57	20.53	0.787	65	71	38:21:47,21594	-4:54:6,04631	737
2018-09-01 	23:42:53	-3.19	25.57	20.53	0.787	65	72	38:21:47,21083	-4:54:6,0467	737
2018-09-01 	23:42:54	-3.19	25.57	20.52	0.794	65	72	38:21:47,20662	-4:54:6,04793	737
2018-09-01 	23:42:55	-3.19	25.57	20.52	0.794	65	71	38:21:47,20424	-4:54:6,048	737
2018-09-01 	23:42:56	-3.27	25.57	20.52	0.794	65	73	38:21:47,20255	-4:54:6,04912	737
2018-09-01 	23:42:57	-3.23	25.57	20.53	0.787	65	72	38:21:47,20158	-4:54:6,05023	737
2018-09-01 	23:42:58	-3.35	25.59	20.53	0.787	65	71	38:21:47,20126	-4:54:6,05099	737
2018-09-01 	23:42:59	2.25	25.63	20.45	0.847	40	71	38:21:47,20122	-4:54:6,05153	737
2018-09-01 	23:43:00	2.21	25.59	20.45	0.847	45	67	38:21:47,20129	-4:54:6,05185	737
2018-09-01 	23:43:01	2.25	25.63	20.06	1.213	45	68	38:21:47,20136	-4:54:6,052	737
2018-09-01 	23:43:02	2.25	25.63	20.06	1.213	45	68	38:21:47,20273	-4:54:6,05272	737
2018-09-01 	23:43:03	2.27	25.59	20.05	1.225	45	67	38:21:47,19852	-4:54:6,06398	736
2018-09-01 	23:43:04	2.25	25.59	20.05	1.225	45	68	38:21:47,19568	-4:54:6,06992	736
2018-09-01 	23:43:05	2.27	25.63	20.05	1.225	45	67	38:21:47,19845	-4:54:6,08137	736
2018-09-01 	23:43:06	2.27	25.63	20.06	1.213	45	67	38:21:47,19931	-4:54:6,09048	736
2018-09-01 	23:43:07	2.27	25.65	20.06	1.213	45	67	38:21:47,20162	-4:54:6,09332	735
2018-09-01 	23:43:08	2.27	25.65	20.05	1.225	45	67	38:21:47,20514	-4:54:6,09822	735
2018-09-01 	23:43:09	2.47	25.59	20.05	1.225	37	71	38:21:47,20662	-4:54:6,10078	735
2018-09-01 	23:43:10	9.49	25.63	19.65	1.77	27	69	38:21:47,20939	-4:54:6,10312	735
2018-09-01 	23:43:12	9.49	25.65	19.25	2.559	27	69	38:21:47,20536	-4:54:6,10484	735
2018-09-01 	23:43:13	9.47	25.65	19.26	2.535	27	70	38:21:47,1983	-4:54:6,10805	735
2018-09-01 	23:43:14	9.49	25.63	19.26	2.535	27	69	38:21:47,19737	-4:54:6,11258	735
2018-09-01 	23:43:15	9.47	25.67	19.26	2.535	27	69	38:21:47,2037	-4:54:6,11572	736
2018-09-01 	23:43:16	9.35	25.65	19.26	2.535	27	69	38:21:47,20388	-4:54:6,11672	735
2018-09-01 	23:43:17	9.53	25.67	19.25	2.559	27	69	38:21:47,20651	-4:54:6,12443	735
2018-09-01 	23:43:18	9.39	25.69	19.26	2.535	27	69	38:21:47,21623	-4:54:6,13505	736
2018-09-01 	23:43:19	9.43	25.69	19.25	2.559	27	70	38:21:47,21911	-4:54:6,1434	735
2018-09-01 	23:43:20	-3.87	25.69	19.56	1.923	67	59	38:21:47,22066	-4:54:6,15409	736
2018-09-01 	23:43:21	7.19	25.69	19.56	1.923	20	233	38:21:47,22494	-4:54:6,1623	736
2018-09-01 	23:43:22	11.61	25.69	19.56	1.923	18	214	38:21:47,22026	-4:54:6,16738	737
2018-09-01 	23:43:23	11.65	25.71	20.47	0.832	18	214	38:21:47,21872	-4:54:6,1672	737
2018-09-01 	23:43:24	11.57	25.67	20.47	0.832	18	214	38:21:47,21483	-4:54:6,17353	737
2018-09-01 	23:43:25	11.55	25.65	20.43	0.863	18	214	38:21:47,20946	-4:54:6,17522	737
2018-09-01 	23:43:26	11.61	25.71	20.43	0.863	18	214	38:21:47,20882	-4:54:6,18721	736
2018-09-01 	23:43:27	11.61	25.67	20.44	0.855	18	213	38:21:47,20691	-4:54:6,19578	737
2018-09-01 	23:43:28	11.61	25.69	20.44	0.855	18	214	38:21:47,20774	-4:54:6,20154	737
2018-09-01 	23:43:29	11.61	25.71	20.44	0.855	18	214	38:21:47,2036	-4:54:6,20672	737
2018-09-01 	23:43:30	11.61	25.71	20.44	0.855	18	214	38:21:47,20201	-4:54:6,21335	737
2018-09-01 	23:43:31	11.67	25.71	20.44	0.855	18	214	38:21:47,19802	-4:54:6,22044	737
2018-09-01 	23:43:32	11.67	25.71	20.44	0.855	18	214	38:21:47,19316	-4:54:6,2262	737
2018-09-01 	23:43:33	6.87	25.71	20.44	0.855	30	211	38:21:47,18534	-4:54:6,22372	737
2018-09-01 	23:43:34	6.87	25.69	20.48	0.824	31	212	38:21:47,17613	-4:54:6,22202	738
2018-09-01 	23:43:35	6.87	25.71	20.48	0.824	31	212	38:21:47,16972	-4:54:6,22238	738
2018-09-01 	23:43:36	6.79	25.71	20.48	0.824	31	212	38:21:47,16684	-4:54:6,22379	738
2018-09-01 	23:43:37	6.79	25.73	20.48	0.824	31	212	38:21:47,16518	-4:54:6,2253	738
2018-09-01 	23:43:38	6.75	25.71	20.48	0.824	31	212	38:21:47,16436	-4:54:6,22634	738
2018-09-01 	23:43:39	6.79	25.71	20.48	0.824	31	212	38:21:47,164	-4:54:6,22696	738
2018-09-01 	23:43:40	6.75	25.73	20.48	0.824	31	212	38:21:47,16378	-4:54:6,22724	738
2018-09-01 	23:43:41	6.75	25.71	20.48	0.824	31	212	38:21:47,16371	-4:54:6,22739	738
2018-09-01 	23:43:42	6.83	25.75	20.48	0.824	31	213	38:21:47,16367	-4:54:6,22742	738
2018-09-01 	23:43:43	0.09	25.71	20.48	0.824	52	208	38:21:47,1636	-4:54:6,22742	738
2018-09-01 	23:43:44	0.05	25.73	20.64	0.711	51	207	38:21:47,16353	-4:54:6,22735	738
2018-09-01 	23:43:45	0.13	25.73	20.64	0.711	51	206	38:21:47,16349	-4:54:6,22724	738
2018-09-01 	23:43:46	0.05	25.71	20.64	0.711	51	207	38:21:47,16346	-4:54:6,2271	738
2018-09-01 	23:43:47	0.05	25.71	20.64	0.711	51	207	38:21:47,16349	-4:54:6,22692	738
2018-09-01 	23:43:48	0.05	25.73	20.64	0.711	51	207	38:21:47,16356	-4:54:6,22674	738
2018-09-01 	23:43:49	0.05	25.73	20.64	0.711	51	207	38:21:47,1636	-4:54:6,22656	738
2018-09-01 	23:43:50	0.17	25.75	20.64	0.711	51	207	38:21:47,16364	-4:54:6,22638	738
2018-09-01 	23:43:51	0.13	25.73	20.64	0.711	51	206	38:21:47,16198	-4:54:6,22926	738
2018-09-01 	23:43:52	0.13	25.75	20.64	0.711	51	207	38:21:47,16151	-4:54:6,22188	738
2018-09-01 	23:43:53	-4.77	25.73	20.64	0.711	80	182	38:21:47,15892	-4:54:6,21965	738
2018-09-01 	23:43:54	-4.81	25.73	20.64	0.711	84	133	38:21:47,15986	-4:54:6,21515	738
2018-09-01 	23:43:55	-4.85	25.75	20.59	0.745	85	135	38:21:47,15996	-4:54:6,21677	739
2018-09-01 	23:43:56	-4.77	25.73	20.59	0.745	85	131	38:21:47,15539	-4:54:6,21227	738
2018-09-01 	23:43:57	-4.85	25.73	20.59	0.745	84	134	38:21:47,14909	-4:54:6,20766	739
2018-09-01 	23:43:58	-4.89	25.75	20.59	0.745	84	134	38:21:47,14254	-4:54:6,20276	739
2018-09-01 	23:43:59	-4.81	25.75	20.59	0.745	84	132	38:21:47,14297	-4:54:6,20132	739
2018-09-01 	23:44:00	-4.89	25.73	20.59	0.745	84	133	38:21:47,1434	-4:54:6,2032	739
2018-09-01 	23:44:01	-4.89	25.75	20.59	0.745	84	134	38:21:47,14582	-4:54:6,20377	739
2018-09-01 	23:44:02	-4.81	25.75	20.59	0.745	84	136	38:21:47,14906	-4:54:6,20428	739
2018-09-01 	23:44:03	-4.81	25.75	20.59	0.745	86	140	38:21:47,15219	-4:54:6,20086	739
2018-09-01 	23:44:04	-3.87	25.73	20.59	0.745	69	46	38:21:47,1578	-4:54:6,20179	739
2018-09-01 	23:44:05	-3.79	25.71	20.59	0.745	69	47	38:21:47,15921	-4:54:6,19949	739
2018-09-01 	23:44:07	-3.75	25.77	20.48	0.824	69	47	38:21:47,16414	-4:54:6,19063	738
2018-09-01 	23:44:08	-3.83	25.75	20.48	0.824	69	46	38:21:47,16864	-4:54:6,17976	738
2018-09-01 	23:44:09	-3.87	25.73	20.48	0.824	69	46	38:21:47,17152	-4:54:6,17242	738
2018-09-01 	23:44:10	-3.83	25.73	20.48	0.824	69	45	38:21:47,17458	-4:54:6,16327	738
2018-09-01 	23:44:11	-3.79	25.75	20.47	0.832	69	46	38:21:47,17454	-4:54:6,15881	738
2018-09-01 	23:44:12	-3.71	25.77	20.47	0.832	69	45	38:21:47,18041	-4:54:6,1528	738
2018-09-01 	23:44:13	-3.75	25.77	20.48	0.824	69	46	38:21:47,1802	-4:54:6,15222	738
2018-09-01 	23:44:14	1.63	25.79	20.48	0.824	43	44	38:21:47,18027	-4:54:6,15467	738
2018-09-01 	23:44:15	1.63	25.75	19.99	1.294	46	42	38:21:47,17933	-4:54:6,15013	738
2018-09-01 	23:44:16	1.71	25.77	19.99	1.294	46	42	38:21:47,17598	-4:54:6,14275	737
2018-09-01 	23:44:17	1.67	25.77	19.99	1.294	47	41	38:21:47,17271	-4:54:6,1357	737
2018-09-01 	23:44:18	1.63	25.77	19.99	1.294	47	42	38:21:47,16731	-4:54:6,13012	737
2018-09-01 	23:44:19	1.71	25.79	19.98	1.306	46	43	38:21:47,164	-4:54:6,12439	737
2018-09-01 	23:44:20	1.63	25.77	19.99	1.294	46	42	38:21:47,16367	-4:54:6,12122	737
2018-09-01 	23:44:22	1.67	25.79	19.98	1.306	46	42	38:21:47,1685	-4:54:6,1146	737
2018-09-01 	23:44:23	1.59	25.75	19.98	1.306	46	42	38:21:47,16936	-4:54:6,11017	737
2018-09-01 	23:44:24	7.47	25.79	19.98	1.306	37	36	38:21:47,17026	-4:54:6,1051	736
2018-09-01 	23:44:25	7.51	25.79	19.58	1.888	31	43	38:21:47,17228	-4:54:6,0993	736
2018-09-01 	23:44:26	7.51	25.79	19.58	1.888	31	43	38:21:47,17361	-4:54:6,09602	736
2018-09-01 	23:44:27	7.45	25.77	19.57	1.905	30	43	38:21:47,17494	-4:54:6,09451	736
2018-09-01 	23:44:28	7.55	25.77	19.58	1.888	30	43	38:21:47,17537	-4:54:6,09361	736
2018-09-01 	23:44:30	7.55	25.79	19.58	1.888	31	43	38:21:47,17555	-4:54:6,09296	736
2018-09-01 	23:44:31	7.45	25.77	19.57	1.905	30	43	38:21:47,1757	-4:54:6,09286	736
2018-09-01 	23:44:32	7.45	25.79	19.57	1.905	31	44	38:21:47,17573	-4:54:6,09282	736
2018-09-01 	23:44:33	7.47	25.77	19.58	1.888	30	43	38:21:47,17573	-4:54:6,09275	736
2018-09-01 	23:44:34	7.41	25.79	19.57	1.905	30	43	38:21:47,17573	-4:54:6,09268	736
2018-09-01 	23:44:35	-4.17	25.81	19.57	1.905	75	176	38:21:47,17577	-4:54:6,09268	736
2018-09-01 	23:44:36	10.83	25.79	20.55	0.773	16	219	38:21:47,17577	-4:54:6,09268	736
2018-09-01 	23:44:37	6.65	25.81	20.55	0.773	24	278	38:21:47,17577	-4:54:6,09268	736
2018-09-01 	23:44:38	6.11	25.81	20.09	1.18	32	4	38:21:47,17577	-4:54:6,09268	736
2018-09-01 	23:44:39	5.99	25.81	19.71	1.675	33	4	38:21:47,17577	-4:54:6,09264	736
2018-09-01 	23:44:40	5.95	25.81	19.71	1.675	33	5	38:21:47,17573	-4:54:6,0926	736
2018-09-01 	23:44:41	5.93	25.81	19.71	1.675	33	3	38:21:47,1757	-4:54:6,09257	736
2018-09-01 	23:44:42	6.07	25.83	19.71	1.675	33	5	38:21:47,17638	-4:54:6,09167	736
2018-09-01 	23:44:43	5.99	25.81	19.71	1.675	33	4	38:21:47,17476	-4:54:6,09433	736
2018-09-01 	23:44:44	5.99	25.83	19.71	1.675	33	4	38:21:47,18081	-4:54:6,09912	736
2018-09-01 	23:44:45	6.03	25.83	19.71	1.675	32	4	38:21:47,17915	-4:54:6,10247	736
2018-09-01 	23:44:46	5.99	25.83	19.71	1.675	33	4	38:21:47,17793	-4:54:6,10798	736
2018-09-01 	23:44:47	5.99	25.87	19.71	1.675	33	4	38:21:47,18484	-4:54:6,1105	736
2018-09-01 	23:44:48	6.03	25.83	19.71	1.675	33	4	38:21:47,18966	-4:54:6,11075	736
2018-09-01 	23:44:49	6.03	25.83	19.71	1.675	33	4	38:21:47,1888	-4:54:6,1101	736
2018-09-01 	23:44:50	6.03	25.87	19.71	1.675	33	4	38:21:47,196	-4:54:6,10956	736
2018-09-01 	23:44:51	5.73	25.81	19.71	1.675	46	14	38:21:47,20532	-4:54:6,11244	736
2018-09-01 	23:44:52	1.43	25.83	19.71	1.675	47	13	38:21:47,20972	-4:54:6,11183	737
2018-09-01 	23:44:53	1.41	25.83	20.21	1.057	46	12	38:21:47,2072	-4:54:6,1114	737
2018-09-01 	23:44:54	1.43	25.89	20.21	1.057	46	12	38:21:47,20414	-4:54:6,11255	737
2018-09-01 	23:44:57	1.43	25.87	20.21	1.057	46	11	38:21:47,20752	-4:54:6,12306	737
2018-09-01 	23:44:58	1.47	25.87	20.21	1.057	46	12	38:21:47,20849	-4:54:6,1276	737
2018-09-01 	23:44:59	1.41	25.87	20.21	1.057	46	13	38:21:47,21022	-4:54:6,13256	737
2018-09-01 	23:45:00	1.47	25.89	20.21	1.057	46	11	38:21:47,21198	-4:54:6,13894	737
2018-09-01 	23:45:01	1.43	25.87	20.21	1.057	46	11	38:21:47,21314	-4:54:6,1443	737
2018-09-01 	23:45:02	-3.31	25.87	20.21	1.057	67	16	38:21:47,21328	-4:54:6,14776	737
2018-09-01 	23:45:03	-3.27	25.87	20.51	0.802	66	18	38:21:47,21314	-4:54:6,14959	737
2018-09-01 	23:45:04	-3.27	25.83	20.51	0.802	66	20	38:21:47,21328	-4:54:6,15017	737
2018-09-01 	23:45:05	-3.23	25.89	20.54	0.78	66	19	38:21:47,21342	-4:54:6,15042	737
2018-09-01 	23:45:06	-3.31	25.87	20.54	0.78	66	18	38:21:47,21346	-4:54:6,15056	737
